Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Jamaica,JAM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Japan,JPN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Jordan,JOR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kazakhstan,KAZ,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kenya,KEN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kiribati,KIR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Korea, Rep.",KOR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kosovo,XKX,..,..,56.7,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kuwait,KWT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Kyrgyz Republic,KGZ,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Lao PDR,LAO,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Latvia,LVA,28.5,28.2,28.4,27.3
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Lebanon,LBN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Lesotho,LSO,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Liberia,LBR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Libya,LBY,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Liechtenstein,LIE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Lithuania,LTU,30.1,29.6,28.3,26.3
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Luxembourg,LUX,19.8,21.5,21.9,20.6
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Macao SAR, China",MAC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Madagascar,MDG,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Malawi,MWI,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Malaysia,MYS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Maldives,MDV,28.4,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mali,MLI,39.8,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Malta,MLT,20.3,19.3,19,20.1
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Marshall Islands,MHL,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mauritania,MRT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mauritius,MUS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mexico,MEX,43.2,..,41.9,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Moldova,MDA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Monaco,MCO,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mongolia,MNG,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Montenegro,MNE,34.6,33.7,31.4,30.5
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Morocco,MAR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Mozambique,MOZ,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Myanmar,MMR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Namibia,NAM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Nauru,NRU,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Nepal,NPL,..,..,..,17.4
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Netherlands,NLD,16.7,17,16.7,16.5
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,New Caledonia,NCL,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,New Zealand,NZL,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Nicaragua,NIC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Niger,NER,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Nigeria,NGA,..,53.7,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,North Macedonia,MKD,41.1,41.6,41.1,39.9
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Northern Mariana Islands,MNP,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Norway,NOR,15.3,16,16.2,16.1
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Oman,OMN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Pakistan,PAK,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Palau,PLW,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Panama,PAN,..,19.1,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Papua New Guinea,PNG,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Paraguay,PRY,34.28,30.55,29.57,26.75
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Peru,PER,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Philippines,PHL,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Poland,POL,21.9,19.5,18.9,18.2
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Portugal,PRT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Puerto Rico,PRI,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Qatar,QAT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Romania,ROU,38.8,35.7,32.5,31.2
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Russian Federation,RUS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Rwanda,RWA,28.7,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Samoa,WSM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,San Marino,SMR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sao Tome and Principe,STP,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Saudi Arabia,SAU,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Senegal,SEN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Serbia,SRB,38.5,36.7,34.3,31.7
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Seychelles,SYC,..,..,31.99,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sierra Leone,SLE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Singapore,SGP,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sint Maarten (Dutch part),SXM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Slovak Republic,SVK,18.1,16.3,16.3,16.4
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Slovenia,SVN,18.4,17.1,16.2,14.4
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Solomon Islands,SLB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Somalia,SOM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,South Africa,ZAF,7,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,South Sudan,SSD,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Spain,ESP,27.9,26.6,26.1,25.3
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sri Lanka,LKA,2.37,..,..,16
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,St. Kitts and Nevis,KNA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,St. Lucia,LCA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,St. Martin (French part),MAF,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,St. Vincent and the Grenadines,VCT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sudan,SDN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Suriname,SUR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sweden,SWE,18.3,17.7,18,18.8
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Switzerland,CHE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Syrian Arab Republic,SYR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Tajikistan,TJK,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Tanzania,TZA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Thailand,THA,..,17.61,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Timor-Leste,TLS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Togo,TGO,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Tonga,TON,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Trinidad and Tobago,TTO,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Tunisia,TUN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Turkey,TUR,45.1,41.3,39.8,39.8
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Turkmenistan,TKM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Turks and Caicos Islands,TCA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Tuvalu,TUV,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Uganda,UGA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Ukraine,UKR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,United Arab Emirates,ARE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,United Kingdom,GBR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,United States,USA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Uruguay,URY,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Uzbekistan,UZB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Vanuatu,VUT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Venezuela, RB",VEN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Vietnam,VNM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Virgin Islands (U.S.),VIR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,West Bank and Gaza,PSE,24,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,"Yemen, Rep.",YEM,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Zambia,ZMB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Zimbabwe,ZWE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Africa Eastern and Southern,AFE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Africa Western and Central,AFW,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Arab World,ARB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Caribbean small states,CSS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Central Europe and the Baltics,CEB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Early-demographic dividend,EAR,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,East Asia & Pacific,EAS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Euro area,EMU,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Europe & Central Asia,ECS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,European Union,EUU,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Fragile and conflict affected situations,FCS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,High income,HIC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,IBRD only,IBD,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,IDA & IBRD total,IBT,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,IDA blend,IDB,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,IDA only,IDX,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,IDA total,IDA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Late-demographic dividend,LTE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Latin America & Caribbean,LCN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Least developed countries: UN classification,LDC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Low & middle income,LMY,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Low income,LIC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Lower middle income,LMC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Middle East & North Africa,MEA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Middle income,MIC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,North America,NAC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Not classified,INX,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,OECD members,OED,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Other small states,OSS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Pacific island small states,PSS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Post-demographic dividend,PST,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Pre-demographic dividend,PRE,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Small states,SST,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,South Asia,SAS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,South Asia (IDA & IBRD),TSA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sub-Saharan Africa,SSF,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,Upper middle income,UMC,..,..,..,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,World,WLD,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Afghanistan,AFG,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Albania,ALB,..,52.3,49.9,46.9
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Algeria,DZA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,American Samoa,ASM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Andorra,AND,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Angola,AGO,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Antigua and Barbuda,ATG,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Argentina,ARG,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Armenia,ARM,..,..,25,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Aruba,ABW,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Australia,AUS,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Austria,AUT,18.9,19.3,18.7,18.3
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Azerbaijan,AZE,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,"Bahamas, The",BHS,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bahrain,BHR,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bangladesh,BGD,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Barbados,BRB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Belarus,BLR,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Belgium,BEL,22.3,21.8,20.9,20
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Belize,BLZ,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Benin,BEN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bermuda,BMU,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bhutan,BTN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bolivia,BOL,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bosnia and Herzegovina,BIH,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Botswana,BWA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Brazil,BRA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,British Virgin Islands,VGB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Brunei Darussalam,BRN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Bulgaria,BGR,42.1,40.4,34.6,34.4
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Burkina Faso,BFA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Burundi,BDI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cabo Verde,CPV,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cambodia,KHM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cameroon,CMR,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Canada,CAN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cayman Islands,CYM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Central African Republic,CAF,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Chad,TCD,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Channel Islands,CHI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Chile,CHL,..,20.1,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,China,CHN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Colombia,COL,..,..,..,17.1
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Comoros,COM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,"Congo, Dem. Rep.",COD,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,"Congo, Rep.",COG,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Costa Rica,CRI,23.9706109285525,22.0272635730237,22.7610343777571,20.0576047498923
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cote d'Ivoire,CIV,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Croatia,HRV,28.6,27.2,25.9,24.3
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cuba,CUB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Curacao,CUW,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Cyprus,CYP,28.7,26.4,24.7,23.3
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Czech Republic,CZE,14.6,13.9,14.3,14.6
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Denmark,DNK,17.2,16.6,16.9,16.1
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Djibouti,DJI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Dominica,DMA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Dominican Republic,DOM,22.4,19.7,18.1,15.6
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Ecuador,ECU,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,"Egypt, Arab Rep.",EGY,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,El Salvador,SLV,40.9,37.1,32.8,31
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Equatorial Guinea,GNQ,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Eritrea,ERI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Estonia,EST,26.7,25.6,26.6,26.3
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Eswatini,SWZ,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Ethiopia,ETH,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Faroe Islands,FRO,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Fiji,FJI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Finland,FIN,16.6,15.7,16.7,15.9
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,France,FRA,19.1,17.6,17.6,18.5
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,French Polynesia,PYF,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Gabon,GAB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,"Gambia, The",GMB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Georgia,GEO,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Germany,DEU,21.2,20.3,19.8,18.5
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Ghana,GHA,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Gibraltar,GIB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Greece,GRC,36.6,35.7,32.6,30.8
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Greenland,GRL,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Grenada,GRD,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Guam,GUM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Guatemala,GTM,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Guinea,GIN,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Guinea-Bissau,GNB,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Guyana,GUY,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Haiti,HTI,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,Honduras,HND,..,..,..,..
